variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_fs_iso_k2_seg_node,128,3,83604,10034,0.5706,0.2962,1.8322,0.0122,14656,154.52
hier_fs_iso_k2_seg_total,128,3,167208,20068,0.5706,0.2962,1.8322,0.0239,29312,154.52
hier_fs_iso_k2_glue,128,3,5597,576,0.2335,0.2378,0.1889,0.0801,14656,29.54
hier_fs_iso_k4,128,1,178673,20676,0.6381,0.2618,0.9493,0.1487,73280,87.18
hier_fs_iso_k4_seg_node,128,1,42660,4946,0.4011,0.2618,0.9493,0.0129,14656,87.18
hier_fs_iso_k4_seg_total,128,1,170640,19784,0.4011,0.2618,0.9493,0.0493,58624,87.18
hier_fs_iso_k4_glue,128,1,8033,892,0.237,0.2364,0.2104,0.0994,14656,32.05
hier_fs_iso_k4,128,2,178673,20676,0.6381,0.279,1.0065,0.1505,73280,86.95
hier_fs_iso_k4_seg_node,128,2,42660,4946,0.4011,0.279,1.0065,0.0123,14656,86.95
hier_fs_iso_k4_seg_total,128,2,170640,19784,0.4011,0.279,1.0065,0.0478,58624,86.95
hier_fs_iso_k4_glue,128,2,8033,892,0.237,0.2332,0.2183,0.1027,14656,32.2
hier_fs_iso_k4,128,3,178673,20676,0.6381,0.275,1.0648,0.1546,73280,86.94
hier_fs_iso_k4_seg_node,128,3,42660,4946,0.4011,0.275,1.0648,0.0127,14656,86.94
hier_fs_iso_k4_seg_total,128,3,170640,19784,0.4011,0.275,1.0648,0.0485,58624,86.94
hier_fs_iso_k4_glue,128,3,8033,892,0.237,0.2348,0.212,0.1061,14656,32.18
hier_fs_iso_k8,128,1,190409,20740,0.5615,0.2416,0.5274,0.2547,131904,52.58
hier_fs_iso_k8_seg_node,128,1,22188,2402,0.3082,0.2416,0.5274,0.0214,14656,52.58
hier_fs_iso_k8_seg_total,128,1,177504,19216,0.3082,0.2416,0.5274,0.1098,117248,52.58
hier_fs_iso_k8_glue,128,1,12905,1524,0.2533,0.2377,0.3224,0.1449,14656,39.56
hier_fs_iso_k8,128,2,190409,20740,0.5615,0.2588,0.5735,0.2406,131904,52.66
hier_fs_iso_k8_seg_node,128,2,22188,2402,0.3082,0.2588,0.5735,0.0133,14656,52.66
hier_fs_iso_k8_seg_total,128,2,177504,19216,0.3082,0.2588,0.5735,0.0977,117248,52.66
hier_fs_iso_k8_glue,128,2,12905,1524,0.2533,0.2376,0.3219,0.1429,14656,39.6
hier_fs_iso_k8,128,3,190409,20740,0.5615,0.2592,0.5585,0.25,131904,52.69
hier_fs_iso_k8_seg_node,128,3,22188,2402,0.3082,0.2592,0.5585,0.0163,14656,52.69
hier_fs_iso_k8_seg_total,128,3,177504,19216,0.3082,0.2592,0.5585,0.1035,117248,52.69
hier_fs_iso_k8_glue,128,3,12905,1524,0.2533,0.233,0.3191,0.1465,14656,39.85
hier_fs_iso_k2,256,1,380742,46884,1.3486,0.4173,3.4116,0.1025,43968,294.38
hier_fs_iso_k2_seg_node,256,1,187273,23004,1.1314,0.4173,3.4116,0.0121,14656,294.38
hier_fs_iso_k2_seg_total,256,1,374546,46008,1.1314,0.4173,3.4116,0.0239,29312,294.38
hier_fs_iso_k2_glue,256,1,6196,876,0.2172,0.234,0.1951,0.0786,14656,30.22
hier_fs_iso_k2,256,2,380742,46884,1.3486,0.4223,3.483,0.1024,43968,294.46
hier_fs_iso_k2_seg_node,256,2,187273,23004,1.1314,0.4223,3.483,0.012,14656,294.46
hier_fs_iso_k2_seg_total,256,2,374546,46008,1.1314,0.4223,3.483,0.0234,29312,294.46
hier_fs_iso_k2_glue,256,2,6196,876,0.2172,0.2408,0.1994,0.079,14656,30.22
hier_fs_iso_k2,256,3,380742,46884,1.3486,0.4218,3.4978,0.1039,43968,294.54
hier_fs_iso_k2_seg_node,256,3,187273,23004,1.1314,0.4218,3.4978,0.012,14656,294.54
hier_fs_iso_k2_seg_total,256,3,374546,46008,1.1314,0.4218,3.4978,0.0237,29312,294.54
hier_fs_iso_k2_glue,256,3,6196,876,0.2172,0.2304,0.1994,0.0802,14656,30.57
hier_fs_iso_k4,256,1,386611,46916,0.9143,0.328,1.8272,0.1685,73280,153.71
hier_fs_iso_k4_seg_node,256,1,94409,11420,0.6736,0.328,1.8272,0.0197,14656,153.71
hier_fs_iso_k4_seg_total,256,1,377636,45680,0.6736,0.328,1.8272,0.0608,58624,153.71
hier_fs_iso_k4_glue,256,1,8975,1236,0.2407,0.2381,0.2829,0.1077,14656,35.76
hier_fs_iso_k4,256,2,386611,46916,0.9143,0.3292,1.8992,0.1565,73280,153.57
hier_fs_iso_k4_seg_node,256,2,94409,11420,0.6736,0.3292,1.8992,0.0126,14656,153.57
hier_fs_iso_k4_seg_total,256,2,377636,45680,0.6736,0.3292,1.8992,0.0493,58624,153.57
hier_fs_iso_k4_glue,256,2,8975,1236,0.2407,0.2328,0.2898,0.1072,14656,35.94
hier_fs_iso_k4,256,3,386611,46916,0.9143,0.3272,1.9233,0.1589,73280,153.69
hier_fs_iso_k4_seg_node,256,3,94409,11420,0.6736,0.3272,1.9233,0.0149,14656,153.69
hier_fs_iso_k4_seg_total,256,3,377636,45680,0.6736,0.3272,1.9233,0.0518,58624,153.69
hier_fs_iso_k4_glue,256,3,8975,1236,0.2407,0.2335,0.279,0.1071,14656,36.11
hier_fs_iso_k8,256,1,398349,46980,0.6843,0.274,1.0014,0.2547,131904,88.81
hier_fs_iso_k8_seg_node,256,1,47977,5628,0.4176,0.274,1.0014,0.0215,14656,88.81
hier_fs_iso_k8_seg_total,256,1,383816,45024,0.4176,0.274,1.0014,0.1166,117248,88.81
hier_fs_iso_k8_glue,256,1,14533,1956,0.2667,0.2387,0.3326,0.1381,14656,40.69
hier_fs_iso_k8,256,2,398349,46980,0.6843,0.2767,1.064,0.2546,131904,88.64
hier_fs_iso_k8_seg_node,256,2,47977,5628,0.4176,0.2767,1.064,0.0192,14656,88.64
hier_fs_iso_k8_seg_total,256,2,383816,45024,0.4176,0.2767,1.064,0.1132,117248,88.64
hier_fs_iso_k8_glue,256,2,14533,1956,0.2667,0.2375,0.3331,0.1414,14656,40.65
hier_fs_iso_k8,256,3,398349,46980,0.6843,0.275,1.0852,0.246,131904,88.86
hier_fs_iso_k8_seg_node,256,3,47977,5628,0.4176,0.275,1.0852,0.017,14656,88.86
hier_fs_iso_k8_seg_total,256,3,383816,45024,0.4176,0.275,1.0852,0.105,117248,88.86
hier_fs_iso_k8_glue,256,3,14533,1956,0.2667,0.2445,0.3392,0.141,14656,40.54
hier_fs_iso_k2,512,1,840517,104996,2.5375,0.5857,6.7574,0.1071,43968,602.89
hier_fs_iso_k2_seg_node,512,1,416733,51782,2.3248,0.5857,6.7574,0.0119,14656,602.89
hier_fs_iso_k2_seg_total,512,1,833466,103564,2.3248,0.5857,6.7574,0.0236,29312,602.89
hier_fs_iso_k2_glue,512,1,7051,1432,0.2127,0.2355,0.2029,0.0835,14656,30.91
hier_fs_iso_k2,512,2,840517,104996,2.5375,0.5848,6.8321,0.1053,43968,602.86
hier_fs_iso_k2_seg_node,512,2,416733,51782,2.3248,0.5848,6.8321,0.0124,14656,602.86
hier_fs_iso_k2_seg_total,512,2,833466,103564,2.3248,0.5848,6.8321,0.024,29312,602.86
hier_fs_iso_k2_glue,512,2,7051,1432,0.2127,0.2284,0.2033,0.0813,14656,31.09
hier_fs_iso_k2,512,3,840517,104996,2.5375,0.5841,6.809,0.1065,43968,602.89
hier_fs_iso_k2_seg_node,512,3,416733,51782,2.3248,0.5841,6.809,0.0121,14656,602.89
hier_fs_iso_k2_seg_total,512,3,833466,103564,2.3248,0.5841,6.809,0.024,29312,602.89
hier_fs_iso_k2_glue,512,3,7051,1432,0.2127,0.2385,0.2032,0.0825,14656,30.81
hier_fs_iso_k4,512,1,846385,105028,1.4988,0.4156,3.5849,0.1638,73280,311.61
hier_fs_iso_k4_seg_node,512,1,209053,25798,1.2704,0.4156,3.5849,0.0173,14656,311.61
hier_fs_iso_k4_seg_total,512,1,836212,103192,1.2704,0.4156,3.5849,0.0566,58624,311.61
hier_fs_iso_k4_glue,512,1,10173,1836,0.2284,0.2405,0.3001,0.1072,14656,37.32
hier_fs_iso_k4,512,2,846385,105028,1.4988,0.413,3.6668,0.1641,73280,311.61
hier_fs_iso_k4_seg_node,512,2,209053,25798,1.2704,0.413,3.6668,0.0154,14656,311.61
hier_fs_iso_k4_seg_total,512,2,836212,103192,1.2704,0.413,3.6668,0.053,58624,311.61
hier_fs_iso_k4_glue,512,2,10173,1836,0.2284,0.242,0.2907,0.1111,14656,37.21
hier_fs_iso_k4,512,3,846385,105028,1.4988,0.4183,3.6629,0.1631,73280,311.54
hier_fs_iso_k4_seg_node,512,3,209053,25798,1.2704,0.4183,3.6629,0.0195,14656,311.54
hier_fs_iso_k4_seg_total,512,3,836212,103192,1.2704,0.4183,3.6629,0.0592,58624,311.54
hier_fs_iso_k4_glue,512,3,10173,1836,0.2284,0.2449,0.2921,0.1039,14656,37.36
hier_fs_iso_k8,512,1,858121,105092,0.9628,0.3206,1.9405,0.2508,131904,173.45
hier_fs_iso_k8_seg_node,512,1,105213,12806,0.6894,0.3206,1.9405,0.0164,14656,173.45
hier_fs_iso_k8_seg_total,512,1,841704,102448,0.6894,0.3206,1.9405,0.1105,117248,173.45
hier_fs_iso_k8_glue,512,1,16417,2644,0.2734,0.2407,0.469,0.1403,14656,49.7
hier_fs_iso_k8,512,2,858121,105092,0.9628,0.3226,2.0121,0.2625,131904,173.39
hier_fs_iso_k8_seg_node,512,2,105213,12806,0.6894,0.3226,2.0121,0.0203,14656,173.39
hier_fs_iso_k8_seg_total,512,2,841704,102448,0.6894,0.3226,2.0121,0.1179,117248,173.39
hier_fs_iso_k8_glue,512,2,16417,2644,0.2734,0.2525,0.4646,0.1446,14656,49.91
hier_fs_iso_k8,512,3,858121,105092,0.9628,0.3284,2.0082,0.2531,131904,173.47
hier_fs_iso_k8_seg_node,512,3,105213,12806,0.6894,0.3284,2.0082,0.016,14656,173.47
hier_fs_iso_k8_seg_total,512,3,841704,102448,0.6894,0.3284,2.0082,0.1053,117248,173.47
hier_fs_iso_k8_glue,512,3,16417,2644,0.2734,0.2474,0.4636,0.1478,14656,49.73
hier_fs_iso_k2,768,1,1388102,174372,0.4671,0.7789,8.5128,0.0854,43968,1021.24
hier_fs_iso_k2_seg_node,768,1,690098,86192,0.2673,0.7789,8.5128,0.0093,14656,1021.24
hier_fs_iso_k2_seg_total,768,1,1380196,172384,0.2673,0.7789,8.5128,0.0182,29312,1021.24
hier_fs_iso_k2_glue,768,1,7906,1988,0.1998,0.2101,0.1884,0.0672,14656,32.29
hier_fs_iso_k2,768,2,1388102,174372,0.4671,0.8621,11.8642,0.1059,43968,1021.29
hier_fs_iso_k2_seg_node,768,2,690098,86192,0.2673,0.8621,11.8642,0.0124,14656,1021.29
hier_fs_iso_k2_seg_total,768,2,1380196,172384,0.2673,0.8621,11.8642,0.0241,29312,1021.29
hier_fs_iso_k2_glue,768,2,7906,1988,0.1998,0.2274,0.2125,0.0818,14656,32.03
hier_fs_iso_k2,768,3,1388102,174372,0.4671,0.8464,11.648,0.1077,43968,1021.43
hier_fs_iso_k2_seg_node,768,3,690098,86192,0.2673,0.8464,11.648,0.0124,14656,1021.43
hier_fs_iso_k2_seg_total,768,3,1380196,172384,0.2673,0.8464,11.648,0.0243,29312,1021.43
hier_fs_iso_k2_glue,768,3,7906,1988,0.1998,0.2824,0.2323,0.0834,14656,32.33
hier_fs_iso_k4,768,1,1393971,174404,2.292,0.5106,6.1641,0.161,73280,534.63
hier_fs_iso_k4_seg_node,768,1,345650,42992,2.0595,0.5106,6.1641,0.0132,14656,534.63
hier_fs_iso_k4_seg_total,768,1,1382600,171968,2.0595,0.5106,6.1641,0.0509,58624,534.63
hier_fs_iso_k4_glue,768,1,11371,2436,0.2325,0.2453,0.3012,0.1101,14656,38.66
hier_fs_iso_k4,768,2,1393971,174404,2.292,0.513,6.2091,0.1657,73280,534.66
hier_fs_iso_k4_seg_node,768,2,345650,42992,2.0595,0.513,6.2091,0.0134,14656,534.66
hier_fs_iso_k4_seg_total,768,2,1382600,171968,2.0595,0.513,6.2091,0.051,58624,534.66
hier_fs_iso_k4_glue,768,2,11371,2436,0.2325,0.2426,0.2999,0.1147,14656,38.98
hier_fs_iso_k4,768,3,1393971,174404,2.292,0.5155,6.2421,0.1588,73280,534.54
hier_fs_iso_k4_seg_node,768,3,345650,42992,2.0595,0.5155,6.2421,0.0169,14656,534.54
hier_fs_iso_k4_seg_total,768,3,1382600,171968,2.0595,0.5155,6.2421,0.0574,58624,534.54
hier_fs_iso_k4_glue,768,3,11371,2436,0.2325,0.2437,0.3052,0.1014,14656,38.89
hier_fs_iso_k8,768,1,1405709,174468,1.3702,0.3804,3.2782,0.2493,131904,291.59
hier_fs_iso_k8_seg_node,768,1,173426,21392,1.1019,0.3804,3.2782,0.0168,14656,291.59
hier_fs_iso_k8_seg_total,768,1,1387408,171136,1.1019,0.3804,3.2782,0.107,117248,291.59
hier_fs_iso_k8_glue,768,1,18301,3332,0.2683,0.2505,0.4833,0.1423,14656,50.42
hier_fs_iso_k8,768,2,1405709,174468,1.3702,0.3795,3.3618,0.2555,131904,291.67
hier_fs_iso_k8_seg_node,768,2,173426,21392,1.1019,0.3795,3.3618,0.0222,14656,291.67
hier_fs_iso_k8_seg_total,768,2,1387408,171136,1.1019,0.3795,3.3618,0.1185,117248,291.67
hier_fs_iso_k8_glue,768,2,18301,3332,0.2683,0.2432,0.4808,0.137,14656,50.69
hier_fs_iso_k8,768,3,1405709,174468,1.3702,0.3743,3.345,0.2608,131904,291.48
hier_fs_iso_k8_seg_node,768,3,173426,21392,1.1019,0.3743,3.345,0.0208,14656,291.48
hier_fs_iso_k8_seg_total,768,3,1387408,171136,1.1019,0.3743,3.345,0.1199,117248,291.48
hier_fs_iso_k8_glue,768,3,18301,3332,0.2683,0.2513,0.4798,0.1409,14656,50.42
hier_fs_iso_k2,1000,1,1804774,227036,5.2536,1.0698,13.2962,0.1115,43968,1260.84
hier_fs_iso_k2_seg_node,1000,1,898202,112292,5.0348,1.0698,13.2962,0.0126,14656,1260.84
hier_fs_iso_k2_seg_total,1000,1,1796404,224584,5.0348,1.0698,13.2962,0.0247,29312,1260.84
hier_fs_iso_k2_glue,1000,1,8370,2452,0.2188,0.2276,0.2695,0.0868,14656,35.78
hier_fs_iso_k2,1000,2,1804774,227036,5.2536,1.1013,13.2271,0.1094,43968,1260.87
hier_fs_iso_k2_seg_node,1000,2,898202,112292,5.0348,1.1013,13.2271,0.0128,14656,1260.87
hier_fs_iso_k2_seg_total,1000,2,1796404,224584,5.0348,1.1013,13.2271,0.0251,29312,1260.87
hier_fs_iso_k2_glue,1000,2,8370,2452,0.2188,0.2283,0.272,0.0843,14656,36.02
hier_fs_iso_k2,1000,3,1804774,227036,5.2536,1.1082,13.2194,0.1065,43968,1260.84
hier_fs_iso_k2_seg_node,1000,3,898202,112292,5.0348,1.1082,13.2194,0.0126,14656,1260.84
hier_fs_iso_k2_seg_total,1000,3,1796404,224584,5.0348,1.1082,13.2194,0.0246,29312,1260.84
hier_fs_iso_k2_glue,1000,3,8370,2452,0.2188,0.2237,0.2705,0.0819,14656,35.52
hier_fs_iso_k4,1000,1,1810643,227068,2.8536,0.5865,7.0559,0.1615,73280,628.65
hier_fs_iso_k4_seg_node,1000,1,449702,56042,2.6217,0.5865,7.0559,0.014,14656,628.65
hier_fs_iso_k4_seg_total,1000,1,1798808,224168,2.6217,0.5865,7.0559,0.0518,58624,628.65
hier_fs_iso_k4_glue,1000,1,11835,2900,0.2319,0.2448,0.3108,0.1097,14656,39.82
hier_fs_iso_k4,1000,2,1810643,227068,2.8536,0.5945,7.0814,0.1703,73280,628.57
hier_fs_iso_k4_seg_node,1000,2,449702,56042,2.6217,0.5945,7.0814,0.0202,14656,628.57
hier_fs_iso_k4_seg_total,1000,2,1798808,224168,2.6217,0.5945,7.0814,0.0608,58624,628.57
hier_fs_iso_k4_glue,1000,2,11835,2900,0.2319,0.2456,0.303,0.1095,14656,39.66
hier_fs_iso_k4,1000,3,1810643,227068,2.8536,0.5895,7.0623,0.1634,73280,628.62
hier_fs_iso_k4_seg_node,1000,3,449702,56042,2.6217,0.5895,7.0623,0.0173,14656,628.62
hier_fs_iso_k4_seg_total,1000,3,1798808,224168,2.6217,0.5895,7.0623,0.0567,58624,628.62
hier_fs_iso_k4_glue,1000,3,11835,2900,0.2319,0.2544,0.3081,0.1067,14656,39.41
hier_fs_iso_k8,1000,1,1822373,227132,1.6241,0.4191,3.815,0.2521,131904,339.71
hier_fs_iso_k8_seg_node,1000,1,225451,27917,1.3564,0.4191,3.815,0.0184,14656,339.71
hier_fs_iso_k8_seg_total,1000,1,1803608,223336,1.3564,0.4191,3.815,0.1095,117248,339.71
hier_fs_iso_k8_glue,1000,1,18765,3796,0.2677,0.252,0.4809,0.1426,14656,49.87
hier_fs_iso_k8,1000,2,1822373,227132,1.6241,0.422,3.8315,0.2531,131904,339.67
hier_fs_iso_k8_seg_node,1000,2,225451,27917,1.3564,0.422,3.8315,0.0201,14656,339.67
hier_fs_iso_k8_seg_total,1000,2,1803608,223336,1.3564,0.422,3.8315,0.1119,117248,339.67
