variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
recursion_gp_k2_outer,4000,1,1483319,8552,0.3435,0.2187,21.0079,0.0157,14656,2144.04
recursion_gp_k2,4000,2,10033037,1084048,30.2986,4.6199,91.8511,0.0156,14656,6195.1
recursion_gp_k2_seg_node,4000,2,4274859,537748,30.0777,4.4003,70.8298,,,6195.1
recursion_gp_k2_seg_total,4000,2,8549718,1075496,30.0777,4.4003,70.8298,,,6195.1
recursion_gp_k2_outer,4000,2,1483319,8552,0.2209,0.2196,21.0213,0.0156,14656,2110.11
recursion_gp_k4,4000,1,11572363,1084094,14.5277,2.5296,78.4861,0.0139,14656,4119.66
recursion_gp_k4_seg_node,4000,1,2137859,268748,14.1479,2.3005,37.5513,,,3280.12
recursion_gp_k4_seg_total,4000,1,8551436,1074992,14.1479,2.3005,37.5513,,,3280.12
recursion_gp_k4_outer,4000,1,3020927,9102,0.3798,0.2291,40.9348,0.0139,14656,4119.66
recursion_gp_k4,4000,2,11572363,1084094,14.3841,2.7733,79.2704,0.0138,14656,4132.72
recursion_gp_k4_seg_node,4000,2,2137859,268748,14.1479,2.5452,38.2719,,,3280.13
recursion_gp_k4_seg_total,4000,2,8551436,1074992,14.1479,2.5452,38.2719,,,3280.13
recursion_gp_k4_outer,4000,2,3020927,9102,0.2362,0.2281,40.9985,0.0138,14656,4132.72
recursion_gp_k8,4000,1,14651016,1084186,7.7636,1.6148,99.7867,0.0128,14656,8082.75
recursion_gp_k8_seg_node,4000,1,1069359,134248,7.3256,1.3565,20.4482,,,1702.66
recursion_gp_k8_seg_total,4000,1,8554872,1073984,7.3256,1.3565,20.4482,,,1702.66
recursion_gp_k8_outer,4000,1,6096144,10202,0.438,0.2583,79.3385,0.0128,14656,8082.75
recursion_gp_k8,4000,2,14651016,1084186,7.5866,1.6837,102.9306,0.0161,14656,8083.11
recursion_gp_k8_seg_node,4000,2,1069359,134248,7.3256,1.4107,21.2196,,,1702.59
recursion_gp_k8_seg_total,4000,2,8554872,1073984,7.3256,1.4107,21.2196,,,1702.59
recursion_gp_k8_outer,4000,2,6096144,10202,0.261,0.273,81.711,0.0161,14656,8083.11
recursion_gp_k2,5000,1,12600786,1410048,40.19,6.2354,101.1099,0.0156,14656,7495.24
recursion_gp_k2_seg_node,5000,1,5557648,699737,39.7849,6.0052,80.1744,,,7495.24
recursion_gp_k2_seg_total,5000,1,11115296,1399474,39.7849,6.0052,80.1744,,,7495.24
recursion_gp_k2_outer,5000,1,1485490,10574,0.4051,0.2302,20.9355,0.0156,14656,2099.55
recursion_gp_k2,5000,2,12600786,1410048,40.0038,6.2237,102.1408,0.0176,14656,7495.09
recursion_gp_k2_seg_node,5000,2,5557648,699737,39.7849,5.9912,81.0086,,,7495.09
recursion_gp_k2_seg_total,5000,2,11115296,1399474,39.7849,5.9912,81.0086,,,7495.09
recursion_gp_k2_outer,5000,2,1485490,10574,0.2189,0.2325,21.1322,0.0176,14656,2123.07
recursion_gp_k4,5000,1,14140114,1410094,18.6292,3.3054,83.277,0.0216,14656,4162.76
recursion_gp_k4_seg_node,5000,1,2779211,349737,18.2012,3.0674,42.3964,,,3947.97
recursion_gp_k4_seg_total,5000,1,11116844,1398948,18.2012,3.0674,42.3964,,,3947.97
recursion_gp_k4_outer,5000,1,3023270,11146,0.428,0.238,40.8806,0.0216,14656,4162.76
recursion_gp_k4,5000,2,14140114,1410094,18.4332,3.4722,83.2211,0.0139,14656,4159.59
recursion_gp_k4_seg_node,5000,2,2779211,349737,18.2012,3.2327,42.2471,,,3948.25
recursion_gp_k4_seg_total,5000,2,11116844,1398948,18.2012,3.2327,42.2471,,,3948.25
recursion_gp_k4_outer,5000,2,3023270,11146,0.232,0.2395,40.974,0.0139,14656,4159.59
recursion_gp_k8,5000,1,17218758,1410186,9.2189,1.914,100.1653,0.0129,14656,8215.54
recursion_gp_k8_seg_node,5000,1,1389991,174737,8.7752,1.6534,22.4015,,,2052.32
recursion_gp_k8_seg_total,5000,1,11119928,1397896,8.7752,1.6534,22.4015,,,2052.32
recursion_gp_k8_outer,5000,1,6098830,12290,0.4437,0.2606,77.7638,0.0129,14656,8215.54
recursion_gp_k8,5000,2,17218758,1410186,9.0168,2.0368,101.7707,0.0755,14656,8170.59
recursion_gp_k8_seg_node,5000,2,1389991,174737,8.7752,1.7748,23.6627,,,2052.12
recursion_gp_k8_seg_total,5000,2,11119928,1397896,8.7752,1.7748,23.6627,,,2052.12
recursion_gp_k8_outer,5000,2,6098830,12290,0.2416,0.262,78.108,0.0755,14656,8170.59
