variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_cfs_iso_k4,96,2,140788,15540,0.5054,0.2665,0.8895,0.1701,73280,76.66
hier_cfs_iso_k4_seg_node,96,2,32771,3671,0.3003,0.2665,0.8895,0.0203,14656,76.66
hier_cfs_iso_k4_seg_total,96,2,131084,14684,0.3003,0.2665,0.8895,0.0615,58624,76.66
hier_cfs_iso_k4_glue,96,2,9704,856,0.2051,0.2392,0.2999,0.1086,14656,36.62
hier_cfs_iso_k4,96,3,140788,15540,0.5054,0.2602,0.8697,0.1648,73280,76.21
hier_cfs_iso_k4_seg_node,96,3,32771,3671,0.3003,0.2602,0.8697,0.0164,14656,76.21
hier_cfs_iso_k4_seg_total,96,3,131084,14684,0.3003,0.2602,0.8697,0.0577,58624,76.21
hier_cfs_iso_k4_glue,96,3,9704,856,0.2051,0.2421,0.3047,0.1071,14656,36.57
hier_cfs_iso_k8,96,1,155648,15620,0.5214,0.2433,0.484,0.2479,131904,49.02
hier_cfs_iso_k8_seg_node,96,1,17417,1763,0.2688,0.2433,0.484,0.0148,14656,49.02
hier_cfs_iso_k8_seg_total,96,1,139336,14104,0.2688,0.2433,0.484,0.1034,117248,49.02
hier_cfs_iso_k8_glue,96,1,16312,1516,0.2526,0.2403,0.3556,0.1445,14656,42.29
hier_cfs_iso_k8,96,2,155648,15620,0.5214,0.2417,0.4984,0.2482,131904,49.02
hier_cfs_iso_k8_seg_node,96,2,17417,1763,0.2688,0.2417,0.4984,0.0155,14656,49.02
hier_cfs_iso_k8_seg_total,96,2,139336,14104,0.2688,0.2417,0.4984,0.1049,117248,49.02
hier_cfs_iso_k8_glue,96,2,16312,1516,0.2526,0.2377,0.3555,0.1433,14656,42.48
hier_cfs_iso_k8,96,3,155648,15620,0.5214,0.2484,0.4981,0.2502,131904,49.01
hier_cfs_iso_k8_seg_node,96,3,17417,1763,0.2688,0.2484,0.4981,0.0176,14656,49.01
hier_cfs_iso_k8_seg_total,96,3,139336,14104,0.2688,0.2484,0.4981,0.1106,117248,49.01
hier_cfs_iso_k8_glue,96,3,16312,1516,0.2526,0.2366,0.3504,0.1396,14656,42.32
hier_cfs_iso_k2,128,1,174366,20652,0.7693,0.2953,1.7564,0.1048,43968,139.17
hier_cfs_iso_k2_seg_node,128,1,83951,10031,0.5425,0.2953,1.7564,0.0123,14656,139.17
hier_cfs_iso_k2_seg_total,128,1,167902,20062,0.5425,0.2953,1.7564,0.0239,29312,139.17
hier_cfs_iso_k2_glue,128,1,6464,590,0.2268,0.244,0.2,0.0809,14656,29.63
hier_cfs_iso_k2,128,2,174366,20652,0.7693,0.303,1.7714,0.1026,43968,139.18
hier_cfs_iso_k2_seg_node,128,2,83951,10031,0.5425,0.303,1.7714,0.012,14656,139.18
hier_cfs_iso_k2_seg_total,128,2,167902,20062,0.5425,0.303,1.7714,0.0236,29312,139.18
hier_cfs_iso_k2_glue,128,2,6464,590,0.2268,0.2395,0.203,0.079,14656,29.7
hier_cfs_iso_k2,128,3,174366,20652,0.7693,0.2998,1.7712,0.114,43968,139.3
hier_cfs_iso_k2_seg_node,128,3,83951,10031,0.5425,0.2998,1.7712,0.0123,14656,139.3
hier_cfs_iso_k2_seg_total,128,3,167902,20062,0.5425,0.2998,1.7712,0.0241,29312,139.3
hier_cfs_iso_k2_glue,128,3,6464,590,0.2268,0.2389,0.2047,0.0899,14656,29.53
