variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
recursion_gp_k4_seg_node,128,1,42660,4946,0.3401,0.219,0.794,,,81.7
recursion_gp_k4_seg_total,128,1,170640,19784,0.3401,0.219,0.794,,,81.7
recursion_gp_k4_outer,128,1,3009753,918,0.2105,0.1754,39.2059,0.0138,14656,4135.38
recursion_gp_k4,128,2,3180393,20702,0.6102,0.5084,41.9046,0.0136,14656,4133.76
recursion_gp_k4_seg_node,128,2,42660,4946,0.3401,0.3167,1.0516,,,81.78
recursion_gp_k4_seg_total,128,2,170640,19784,0.3401,0.3167,1.0516,,,81.78
recursion_gp_k4_outer,128,2,3009753,918,0.2701,0.1917,40.853,0.0136,14656,4133.76
recursion_gp_k8,128,1,6259044,20794,0.5123,0.3796,76.813,0.0124,14656,8053.31
recursion_gp_k8_seg_node,128,1,22188,2402,0.2847,0.1899,0.4779,,,55.6
recursion_gp_k8_seg_total,128,1,177504,19216,0.2847,0.1899,0.4779,,,55.6
recursion_gp_k8_outer,128,1,6081540,1578,0.2276,0.1897,76.3351,0.0124,14656,8053.31
recursion_gp_k8,128,2,6259044,20794,0.5398,0.4687,78.0761,0.0124,14656,8136.86
recursion_gp_k8_seg_node,128,2,22188,2402,0.2847,0.2654,0.5852,,,55.4
recursion_gp_k8_seg_total,128,2,177504,19216,0.2847,0.2654,0.5852,,,55.4
recursion_gp_k8_outer,128,2,6081540,1578,0.2551,0.2033,77.4909,0.0124,14656,8136.86
recursion_gp_k2,256,1,1849005,46896,1.2001,0.5154,17.5356,0.0115,14656,2058.47
recursion_gp_k2_seg_node,256,1,187273,23004,0.9888,0.3399,2.3601,,,287.8
recursion_gp_k2_seg_total,256,1,374546,46008,0.9888,0.3399,2.3601,,,287.8
recursion_gp_k2_outer,256,1,1474459,888,0.2113,0.1755,15.1755,0.0115,14656,2058.47
recursion_gp_k2,256,2,1849005,46896,1.2346,0.5589,24.0848,0.0158,14656,2041.96
recursion_gp_k2_seg_node,256,2,187273,23004,0.9888,0.3692,2.9706,,,287.71
recursion_gp_k2_seg_total,256,2,374546,46008,0.9888,0.3692,2.9706,,,287.71
recursion_gp_k2_outer,256,2,1474459,888,0.2458,0.1897,21.1142,0.0158,14656,2041.96
recursion_gp_k4,256,1,3388331,46942,0.7697,0.4342,37.1575,0.0139,14656,4149.75
recursion_gp_k4_seg_node,256,1,94409,11420,0.5556,0.2557,1.374,,,163.14
recursion_gp_k4_seg_total,256,1,377636,45680,0.5556,0.2557,1.374,,,163.14
recursion_gp_k4_outer,256,1,3010695,1262,0.2141,0.1785,35.7835,0.0139,14656,4149.75
recursion_gp_k4,256,2,3388331,46942,0.8436,0.5234,42.5289,0.0126,14656,4126.46
recursion_gp_k4_seg_node,256,2,94409,11420,0.5556,0.3297,1.9389,,,163.03
recursion_gp_k4_seg_total,256,2,377636,45680,0.5556,0.3297,1.9389,,,163.03
recursion_gp_k4_outer,256,2,3010695,1262,0.288,0.1937,40.59,0.0126,14656,4126.46
recursion_gp_k8,256,1,6466984,47034,0.6096,0.4256,79.0622,0.0122,14656,8094.33
recursion_gp_k8_seg_node,256,1,47977,5628,0.3704,0.2146,0.726,,,92.12
recursion_gp_k8_seg_total,256,1,383816,45024,0.3704,0.2146,0.726,,,92.12
recursion_gp_k8_outer,256,1,6083168,2010,0.2392,0.211,78.3362,0.0122,14656,8094.33
recursion_gp_k8,256,2,6466984,47034,0.641,0.4866,79.1112,0.0124,14656,8085.56
recursion_gp_k8_seg_node,256,2,47977,5628,0.3704,0.2829,1.0369,,,91.94
recursion_gp_k8_seg_total,256,2,383816,45024,0.3704,0.2829,1.0369,,,91.94
recursion_gp_k8_outer,256,2,6083168,2010,0.2706,0.2037,78.0743,0.0124,14656,8085.56
recursion_gp_k2,512,1,2308780,105008,2.3389,0.6794,20.7873,0.0147,14656,2045.71
recursion_gp_k2_seg_node,512,1,416733,51782,2.1184,0.502,4.684,,,598.14
recursion_gp_k2_seg_total,512,1,833466,103564,2.1184,0.502,4.684,,,598.14
recursion_gp_k2_outer,512,1,1475314,1444,0.2205,0.1774,16.1033,0.0147,14656,2045.71
recursion_gp_k2,512,2,2308780,105008,2.375,0.7976,27.806,0.0156,14656,2073.97
recursion_gp_k2_seg_node,512,2,416733,51782,2.1184,0.6088,6.9117,,,597.93
recursion_gp_k2_seg_total,512,2,833466,103564,2.1184,0.6088,6.9117,,,597.93
recursion_gp_k2_outer,512,2,1475314,1444,0.2566,0.1888,20.8943,0.0156,14656,2073.97
recursion_gp_k4,512,1,3848105,105054,1.2942,0.5173,39.9138,0.014,14656,4127.91
recursion_gp_k4_seg_node,512,1,209053,25798,1.0638,0.3348,2.4781,,,308.73
recursion_gp_k4_seg_total,512,1,836212,103192,1.0638,0.3348,2.4781,,,308.73
recursion_gp_k4_outer,512,1,3011893,1862,0.2304,0.1825,37.4357,0.014,14656,4127.91
recursion_gp_k4,512,2,3848105,105054,1.3247,0.6133,43.2756,0.0125,14656,4205.43
recursion_gp_k4_seg_node,512,2,209053,25798,1.0638,0.4207,3.6604,,,308.64
recursion_gp_k4_seg_total,512,2,836212,103192,1.0638,0.4207,3.6604,,,308.64
recursion_gp_k4_outer,512,2,3011893,1862,0.2609,0.1926,39.6152,0.0125,14656,4205.43
recursion_gp_k8,512,1,6926756,105146,0.8525,0.4549,79.19,0.0121,14656,8171.88
recursion_gp_k8_seg_node,512,1,105213,12806,0.6013,0.2558,1.3931,,,170.29
recursion_gp_k8_seg_total,512,1,841704,102448,0.6013,0.2558,1.3931,,,170.29
recursion_gp_k8_outer,512,1,6085052,2698,0.2512,0.1991,77.7969,0.0121,14656,8171.88
recursion_gp_k8,512,2,6926756,105146,0.8629,0.5426,79.4561,0.0123,14656,8256.18
recursion_gp_k8_seg_node,512,2,105213,12806,0.6013,0.3323,2.0114,,,170.17
recursion_gp_k8_seg_total,512,2,841704,102448,0.6013,0.3323,2.0114,,,170.17
recursion_gp_k8_outer,512,2,6085052,2698,0.2616,0.2103,77.4447,0.0123,14656,8256.18
recursion_gp_k2,768,1,2856365,174384,3.9803,0.96,28.7777,0.0159,14656,2039.05
recursion_gp_k2_seg_node,768,1,690098,86192,3.7504,0.777,8.3141,,,1054.32
recursion_gp_k2_seg_total,768,1,1380196,172384,3.7504,0.777,8.3141,,,1054.32
recursion_gp_k2_outer,768,1,1476169,2000,0.2299,0.183,20.4636,0.0159,14656,2039.05
recursion_gp_k2,768,2,2856365,174384,3.9991,1.0589,32.5034,0.0156,14656,2124.37
