variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_c_iso_k8_glue,256,1,37622,4501,0.5054,0.3848,0.9005,0.1463,14656,83.54
hier_c_iso_k8,256,2,420774,48957,0.9101,0.3879,1.0465,0.2532,131904,90.04
hier_c_iso_k8_seg_node,256,2,47894,5557,0.4047,0.273,1.0465,0.0165,14656,90.04
hier_c_iso_k8_seg_total,256,2,383152,44456,0.4047,0.273,1.0465,0.1064,117248,90.04
hier_c_iso_k8_glue,256,2,37622,4501,0.5054,0.3879,0.903,0.1468,14656,83.48
hier_c_iso_k8,256,3,420774,48957,0.9101,0.3792,1.0578,0.2683,131904,89.95
hier_c_iso_k8_seg_node,256,3,47894,5557,0.4047,0.2773,1.0578,0.0196,14656,89.95
hier_c_iso_k8_seg_total,256,3,383152,44456,0.4047,0.2773,1.0578,0.1146,117248,89.95
hier_c_iso_k8_glue,256,3,37622,4501,0.5054,0.3792,0.9264,0.1537,14656,83.36
hier_c_iso_k2,512,1,884821,109075,3.084,0.7111,6.7234,0.133,43968,606.89
hier_c_iso_k2_seg_node,512,1,416203,51263,2.2855,0.578,6.7234,0.0171,14656,606.89
hier_c_iso_k2_seg_total,512,1,832406,102526,2.2855,0.578,6.7234,0.0315,29312,606.89
hier_c_iso_k2_glue,512,1,52415,6549,0.7985,0.7111,1.1858,0.1015,14656,174.63
hier_c_iso_k2,512,2,884821,109075,3.084,0.721,6.7857,0.1298,43968,607.2
hier_c_iso_k2_seg_node,512,2,416203,51263,2.2855,0.5819,6.7857,0.0205,14656,607.2
hier_c_iso_k2_seg_total,512,2,832406,102526,2.2855,0.5819,6.7857,0.0338,29312,607.2
hier_c_iso_k2_glue,512,2,52415,6549,0.7985,0.721,1.1845,0.096,14656,174.73
hier_c_iso_k2,512,3,884821,109075,3.084,0.757,7.2706,0.1335,43968,606.98
hier_c_iso_k2_seg_node,512,3,416203,51263,2.2855,0.5812,7.2706,0.0172,14656,606.98
hier_c_iso_k2_seg_total,512,3,832406,102526,2.2855,0.5812,7.2706,0.0308,29312,606.98
hier_c_iso_k2_glue,512,3,52415,6549,0.7985,0.757,1.382,0.1027,14656,174.39
hier_c_iso_k4,512,1,890780,109089,2.2863,0.7284,3.5778,0.184,73280,305.46
hier_c_iso_k4_seg_node,512,1,208779,25535,1.3669,0.409,3.5778,0.0228,14656,305.46
hier_c_iso_k4_seg_total,512,1,835116,102140,1.3669,0.409,3.5778,0.0839,58624,305.46
hier_c_iso_k4_glue,512,1,55664,6949,0.9194,0.7284,1.2074,0.1001,14656,175.0
hier_c_iso_k4,512,2,890780,109089,2.2863,0.7209,3.6251,0.1618,73280,305.4
hier_c_iso_k4_seg_node,512,2,208779,25535,1.3669,0.4124,3.6251,0.018,14656,305.4
hier_c_iso_k4_seg_total,512,2,835116,102140,1.3669,0.4124,3.6251,0.0593,58624,305.4
hier_c_iso_k4_glue,512,2,55664,6949,0.9194,0.7209,1.2337,0.1025,14656,175.25
hier_c_iso_k4,512,3,890780,109089,2.2863,0.7159,3.6228,0.1754,73280,305.81
hier_c_iso_k4_seg_node,512,3,208779,25535,1.3669,0.4129,3.6228,0.022,14656,305.81
hier_c_iso_k4_seg_total,512,3,835116,102140,1.3669,0.4129,3.6228,0.0734,58624,305.81
hier_c_iso_k4_glue,512,3,55664,6949,0.9194,0.7159,1.2325,0.102,14656,175.12
hier_c_iso_k8,512,1,902698,109117,1.6435,0.7326,1.938,0.2669,131904,176.01
hier_c_iso_k8_seg_node,512,1,105067,12671,0.683,0.3236,1.938,0.0211,14656,166.28
hier_c_iso_k8_seg_total,512,1,840536,101368,0.683,0.3236,1.938,0.1242,117248,166.28
hier_c_iso_k8_glue,512,1,62162,7749,0.9605,0.7326,1.265,0.1427,14656,176.01
hier_c_iso_k8,512,2,902698,109117,1.6435,0.7261,1.9831,0.2573,131904,175.93
hier_c_iso_k8_seg_node,512,2,105067,12671,0.683,0.3259,1.9831,0.0196,14656,166.36
hier_c_iso_k8_seg_total,512,2,840536,101368,0.683,0.3259,1.9831,0.1137,117248,166.36
hier_c_iso_k8_glue,512,2,62162,7749,0.9605,0.7261,1.255,0.1436,14656,175.93
hier_c_iso_k8,512,3,902698,109117,1.6435,0.7275,2.0007,0.2584,131904,175.9
hier_c_iso_k8_seg_node,512,3,105067,12671,0.683,0.33,2.0007,0.0212,14656,166.44
hier_c_iso_k8_seg_total,512,3,840536,101368,0.683,0.33,2.0007,0.1172,117248,166.44
hier_c_iso_k8_glue,512,3,62162,7749,0.9605,0.7275,1.2565,0.1412,14656,175.9
hier_c_iso_k2,768,1,1454548,180499,5.0621,1.267,8.4217,0.0926,43968,1045.84
hier_c_iso_k2_seg_node,768,1,689311,85417,3.6561,0.7737,8.4217,0.0091,14656,1045.84
hier_c_iso_k2_seg_total,768,1,1378622,170834,3.6561,0.7737,8.4217,0.0177,29312,1045.84
hier_c_iso_k2_glue,768,1,75926,9665,1.406,1.267,1.6117,0.0749,14656,351.76
hier_c_iso_k2,768,2,1454548,180499,5.0621,1.2793,11.7964,0.1311,43968,1045.87
hier_c_iso_k2_seg_node,768,2,689311,85417,3.6561,0.8407,11.7964,0.0214,14656,1045.87
hier_c_iso_k2_seg_total,768,2,1378622,170834,3.6561,0.8407,11.7964,0.0361,29312,1045.87
hier_c_iso_k2_glue,768,2,75926,9665,1.406,1.2793,2.0379,0.095,14656,351.35
hier_c_iso_k2,768,3,1454548,180499,5.0621,1.2802,11.6212,0.135,43968,1045.66
hier_c_iso_k2_seg_node,768,3,689311,85417,3.6561,0.8439,11.6212,0.0205,14656,1045.66
hier_c_iso_k2_seg_total,768,3,1378622,170834,3.6561,0.8439,11.6212,0.0342,29312,1045.66
hier_c_iso_k2_glue,768,3,75926,9665,1.406,1.2802,2.0424,0.1008,14656,351.21
hier_c_iso_k4,768,1,1460506,180513,3.7054,1.2877,6.1581,0.175,73280,546.99
hier_c_iso_k4_seg_node,768,1,345247,42601,2.0197,0.5064,6.1581,0.0201,14656,546.99
hier_c_iso_k4_seg_total,768,1,1380988,170404,2.0197,0.5064,6.1581,0.0664,58624,546.99
hier_c_iso_k4_glue,768,1,79518,10109,1.6857,1.2877,2.043,0.1086,14656,351.2
hier_c_iso_k4,768,2,1460506,180513,3.7054,1.2731,6.1723,0.1846,73280,546.81
hier_c_iso_k4_seg_node,768,2,345247,42601,2.0197,0.5073,6.1723,0.0163,14656,546.81
hier_c_iso_k4_seg_total,768,2,1380988,170404,2.0197,0.5073,6.1723,0.0588,58624,546.81
hier_c_iso_k4_glue,768,2,79518,10109,1.6857,1.2731,2.0347,0.1258,14656,352.14
hier_c_iso_k4,768,3,1460506,180513,3.7054,1.2867,6.2077,0.1844,73280,547.05
hier_c_iso_k4_seg_node,768,3,345247,42601,2.0197,0.5107,6.2077,0.0225,14656,547.05
hier_c_iso_k4_seg_total,768,3,1380988,170404,2.0197,0.5107,6.2077,0.0782,58624,547.05
hier_c_iso_k4_glue,768,3,79518,10109,1.6857,1.2867,2.044,0.1062,14656,351.41
hier_c_iso_k8,768,1,1472422,180541,2.8252,1.2997,3.2784,0.2583,131904,352.65
hier_c_iso_k8_seg_node,768,1,173215,21193,1.0597,0.376,3.2784,0.021,14656,275.89
hier_c_iso_k8_seg_total,768,1,1385720,169544,1.0597,0.376,3.2784,0.118,117248,275.89
hier_c_iso_k8_glue,768,1,86702,10997,1.7655,1.2997,2.1295,0.1403,14656,352.65
hier_c_iso_k8,768,2,1472422,180541,2.8252,1.3103,3.3445,0.2532,131904,352.81
hier_c_iso_k8_seg_node,768,2,173215,21193,1.0597,0.3802,3.3445,0.0214,14656,275.94
hier_c_iso_k8_seg_total,768,2,1385720,169544,1.0597,0.3802,3.3445,0.1154,117248,275.94
hier_c_iso_k8_glue,768,2,86702,10997,1.7655,1.3103,2.1024,0.1378,14656,352.81
hier_c_iso_k8,768,3,1472422,180541,2.8252,1.3135,3.3613,0.2671,131904,352.45
hier_c_iso_k8_seg_node,768,3,173215,21193,1.0597,0.3734,3.3613,0.0211,14656,276.09
hier_c_iso_k8_seg_total,768,3,1385720,169544,1.0597,0.3734,3.3613,0.1242,117248,276.09
hier_c_iso_k8_glue,768,3,86702,10997,1.7655,1.3135,2.113,0.1429,14656,352.45
hier_c_iso_k2,1000,1,1891288,235019,7.4247,1.9145,13.1474,0.1315,43968,1207.14
hier_c_iso_k2_seg_node,1000,1,897183,111285,4.9766,1.0484,13.1474,0.0191,14656,1207.14
hier_c_iso_k2_seg_total,1000,1,1794366,222570,4.9766,1.0484,13.1474,0.0324,29312,1207.14
