variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
recursion_1seg,8,1,709139,232,0.2918,0.2848,8.2543,0.0116,14656,995.39
recursion_1seg,48,1,732843,3170,0.3795,0.3044,8.8187,0.0117,14656,996.87
recursion_k2,8,1,1481800,632,0.3997,0.3742,23.5057,0.0156,14656,2118.51
recursion_k4,8,1,3021125,678,0.4294,0.4007,41.5281,0.0138,14656,4198.01
recursion_k2,48,1,1530317,6720,0.6118,0.4806,23.5479,0.0145,14656,2076.12
recursion_k4,48,1,3069643,6766,0.4924,0.4198,41.2442,0.0137,14656,4159.86
