variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
recursion_k2,48,1,1530317,6720,0.5378,0.561,15.9551,0.012,14656,2152.42
recursion_k4,48,1,3069643,6766,0.5064,0.9253,40.6161,0.0147,14656,4144.45
recursion_k2,96,1,1600060,15504,0.6002,0.6094,21.163,0.0158,14656,2122.97
recursion_k4,96,1,3139385,15550,0.5712,1.0206,44.7219,0.0136,14656,4118.6
recursion_k2,192,1,1756013,35184,1.1084,0.9042,26.9405,0.0153,14656,2159.23
recursion_k4,192,1,3295339,35230,0.6873,1.1343,45.9868,0.0138,14656,4136.3
recursion_k2,480,1,2256796,98448,2.3944,1.1632,30.9519,0.0147,14656,2068.88
recursion_k4,480,1,3796121,98494,1.3623,1.8419,55.9027,0.0189,14656,4125.46
