variant,n,k,m,run,circuit,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb,verify_hier_s,xchecks_ok
hier_fs,480,8,60,2,sub_2,98723,11994,0.6402,0.7764,15.1825,0.0192,14656,159.51,0.1369,1
hier_fs,480,8,60,2,sub_3,98723,11994,0.6402,0.8153,14.9158,0.015,14656,159.8,0.1369,1
hier_fs,480,8,60,2,sub_4,98723,11994,0.6402,0.7155,15.3133,0.0138,14656,159.22,0.1369,1
hier_fs,480,8,60,2,sub_5,98723,11994,0.6402,0.925,15.1422,0.0126,14656,159.32,0.1369,1
hier_fs,480,8,60,2,sub_6,98723,11994,0.6402,0.8495,15.1412,0.0132,14656,159.57,0.1369,1
hier_fs,480,8,60,2,sub_7,98723,11994,0.6402,0.7579,15.3019,0.012,14656,159.67,0.1369,1
hier_fs,480,8,60,2,glue,16353,2580,0.2596,0.7081,3.8982,0.0119,14656,41.42,0.1369,1
hier_fs,480,8,60,3,sub_0,98723,11994,0.6402,0.7876,15.0449,0.0149,14656,159.22,0.1285,1
hier_fs,480,8,60,3,sub_1,98723,11994,0.6402,0.7331,15.348,0.0166,14656,159.37,0.1285,1
hier_fs,480,8,60,3,sub_2,98723,11994,0.6402,0.8138,15.0368,0.0219,14656,159.18,0.1285,1
hier_fs,480,8,60,3,sub_3,98723,11994,0.6402,0.7807,14.2073,0.0208,14656,159.55,0.1285,1
hier_fs,480,8,60,3,sub_4,98723,11994,0.6402,0.718,14.7309,0.0176,14656,159.11,0.1285,1
hier_fs,480,8,60,3,sub_5,98723,11994,0.6402,0.7304,15.1112,0.0117,14656,159.19,0.1285,1
hier_fs,480,8,60,3,sub_6,98723,11994,0.6402,1.0889,15.0367,0.0114,14656,159.47,0.1285,1
hier_fs,480,8,60,3,sub_7,98723,11994,0.6402,0.9834,15.0607,0.0112,14656,159.38,0.1285,1
hier_fs,480,8,60,3,glue,16353,2580,0.2596,0.6573,3.2001,0.0113,14656,42.81,0.1285,1
